author,text,likes,published_at
@amritabudhathoki3401,जत्ति महेश बस्नेत दोषी छन उत्तिकै यो महिला पनि दोषी छन।फसाउने षड्यन्त्र अनुसार नै यिनि महिलाले हरेक प्रमाणहरु सुरक्षित राखेर अहिले ब्ल्याकमेल गर्नुको कारण के हो त?? अर्काको पोइ सङ्ग लाग्ने महिला लाइ पनि कारबाही हुनुपर्छ ।,2,2024-04-09T14:27:22Z
@harkashrestha2382,यो महेश केटी खत्तम कलाकार नेता खाते योन संग र पैसासंग जेपनीगर्नी  हुन जेल हाल्नी कस्ले  ?,1,2024-04-09T14:03:43Z
@bambdrtamang1980,खेरा जानेभो नेताज्यु,1,2024-04-09T13:54:36Z
@gunjangunjan7676,पार्टीको बदनाम गराउने । महिलाको चरम शोषण गर्ने अपराधी मानशिकताको यो मान्छे केपि बा ले नचिनेर बोक्नाले पार्टीका कार्याकर्तालाई एमाले भन्न घिन लाग्न थाल्यो । धमाधम कार्यकर्ता सबै रबि लामिछाने को रास्वापामा र माओवादीमा चुपचाप लागेका छन। केपि बा ले अब यस्लाई जेल कोच्यो भने पार्टी पुनर्निर्माण होला नत्र । एमाले सकिन्छ माओवादी र रास्वापा मात्रै देशमा रहने भयो।,0,2024-04-09T13:47:17Z
@पौभा,मान्छे त कुकुर नै होनि पैला देखि नै धेरै चुरी फुरि थियो चिप्ल्यो जाठो,0,2024-04-09T13:25:56Z
@TNzoro1234,Yo mahesh basnet churifuri dherai thiyo kya mazza aayo😊,1,2024-04-09T13:16:15Z
@DThree-ys4px,"को हुन् महेश बस्नेत?
१.बलात्कारी
२.गुन्डा नाइके
३.अपहरणकारी
४.ठेकेदार
५एमालेको झोले
अरु थपौ है।🙏",0,2024-04-09T12:55:27Z
@chandrathapamagar2160,महेशे गुण्डा बलात्कारीलाई कारबाही हुनैपर्छ।,0,2024-04-09T12:31:15Z
@bishuofficial2954,Kti ko name k ho ?,1,2024-04-09T12:24:04Z
@sumans5137,पाप धुरी बाट कराउँछ।,7,2024-04-09T12:01:18Z
@sumans5137,पाप धुरी बाट कराउँछ।,4,2024-04-09T12:00:42Z
@AmbarThapa-o7q,Fasyo golumolu vogotay 😂,1,2024-04-09T11:30:41Z
@grgbuddhi7251,भोकटे बोका रहेछ  अब चाहिँ उम्किन्न गरो छ😅,4,2024-04-09T11:19:45Z
@taradhakaldevi9046,Esta luteralai udhyog mantri😀😀,1,2024-04-09T11:13:19Z
@durbakc1075,Good job,3,2024-04-09T11:02:11Z
@salikramgiri6375,"यो मुजि डाका  हो , किनकि यसको सबै घमण्ड एमाले हो",0,2024-04-09T10:40:50Z
@tulasaadhikari3612,Rabi lai khedeko papa,6,2024-04-09T10:20:45Z
@SuryaAdhikari-s6n,"नेपालमा बुझ्न नसकिने कुरा पनि के ,,, हित्तचित्त बुझ्दा सम्म  कुनै मतलब नहुने अलिकति दायाँबायाँ हुने बित्तिकै बलात्कार भन्ने यस्तो चलनको अन्त्य गराउनुपर्ने होईन र ?",1,2024-04-09T10:15:45Z
@SuryaAdhikari-s6n,सत्यतथ्य यदि हो भने महेश बस्नेतलाई वर्तमान सरकारले कार्वाही गर्छ कि गर्दैन हेर्नै बाँकी छ !!!,16,2024-04-09T10:12:44Z
@mrgyan7701,😅😅😅😅😅😅😅😅😅,0,2024-04-09T10:09:25Z
@Sagarkirati77,linga katera faldine khalko moro raxa yo gobar muntri,0,2024-04-09T10:05:46Z
@sureshmalla320,यस्ता जुका लाई जेल कोच्नु पर्छ,0,2024-04-09T09:42:49Z
