author,text,likes,published_at
@tikapoon3,Harka tatti kura ma tati thulo ris dakhaune 😳 jailai birodh matra gareko garai garni aru la gareko ramro kam lai ramro vanna pani siknu parcha,1,2026-05-14T06:15:17Z
@worldlover6073,HARKE SAMPANG LAI CORRUPTION KO THULO DAR CHIREKO CHA MAAN MA !!,0,2026-05-14T06:12:01Z
@SudeepRai-w1c,Harka ko birodh garne bhane ko ghante aru matra ho,0,2026-05-14T06:09:53Z
@cinecuts6,Yo pagal guethe sadhai ko lagi niske ni hune aananda hunthyo ghado vako xa,1,2026-05-14T06:01:52Z
@laxmichitrakar2338,Ammama सभामुख ज्यूको सहनशीलता देखेर छक्क परे म। 🙏🙏,19,2026-05-14T05:57:50Z
@govindamagar2498,"हिजो रविलाई 
बोल्नै नदिने नालीका कीराहरूले 
आज बालेनले बोलेनन् भनेर भुकिरहेका छन् ✌️💯✌️💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯",1,2026-05-14T05:49:09Z
@SabinRai-pj8or,"Jai harka sampang 
Jai mato Jai desh",1,2026-05-14T05:47:54Z
@AasishTamang-nh6ly,Ris ta mero vanda kada rahexa hau balen ji ko ta,1,2026-05-14T05:47:14Z
@NipeshPun,I don't say pm should resign but he should address nation at some point. Work is greater than speech but but a speech from pm will make big difference,0,2026-05-14T05:40:43Z
@ManyataThapa-l4c,विरोधको लागि मात्र विरोध हो यो । स्पष्ट नै देखिन्छ  खाली राजीनामा मात्र माग्नु । धारा नै नपढी  संसदमा हल्ला मात्र गरेर आफ्नो व्यक्तित्व प्रदर्शन गरिरहेछन्  । माननीय अर्जुननरसिंह ज्यूलाई आज understanding को लागि सम्मान।🙏,9,2026-05-14T05:39:38Z
@tarabudhamagar8232,Gyanu ra harku abo ko best friends haru 😂😂,4,2026-05-14T05:37:17Z
@KaranShahi-me5ff,daa kha,2,2026-05-14T05:31:56Z
@stevebaral5112,"Get back where you belonged Harke ……,,,,,",0,2026-05-14T05:31:00Z
@indirarai-limbu,"Balen shah is 100% right  keep it up ,public with you.",3,2026-05-14T05:29:04Z
@stevebaral5112,Kuhiyeko Alu lai kick out,1,2026-05-14T05:28:49Z
@milanpariyar9734,Yo harke khub  pm humla vnyo hola jatha 3 sit lera,11,2026-05-14T05:27:10Z
@manitashrestha1563,"03:50
Manilum Guithey lai ek6en PM mai banaidiyo rey GDP lai 7% growth rate ma lana k k garnu parla ekchoti vision sundum na.",0,2026-05-14T05:22:19Z
@manitashrestha1563,Dhara upadhara saab sunaisakyo ta feri k ko gan gan? Hagaie bhanda padaie besi!,1,2026-05-14T05:17:38Z
@shekharthapaliya8369,Harkey hawaldar,1,2026-05-14T05:14:40Z
