author,text,likes,published_at
@DT-XYT,Harka sampang always great 👍,0,2026-05-25T16:11:30Z
@DT-XYT,Harka le akdin desh banauxa birodhi haruko kun mukh dekhayera basdo raixan khate haru,0,2026-05-25T16:11:00Z
@shantibhurtel2190,विचराको पत्रकारिता ! जसरि पहिलाका नेताले रवी जीलाई  पेलेको थियो त्यही व्यवहार हर्कजी लाई गरिएको छ! आफुहरूले निलो पट्टी अनि भुईमा बसेर घेरेको सामान्य थियो ??!,0,2026-05-25T16:00:53Z
@gannubhai6727,यो हर्के भनेको ओलिको दोश्रो रुप हो एस्लाइ जनताले भाटे कार्वाही गर्नुपर्ने भो,0,2026-05-25T15:59:35Z
@the.sandip.poddar,Every body hates harka… Yesta naate harka 😡,0,2026-05-25T15:59:18Z
@NoobGammar,yo Newus Aba ko 100 year paxadii koi na को ले awsya purna sampesan grnixxx jay dash❤❤❤,0,2026-05-25T15:59:08Z
@SudarshanSapkota-r9p,Yestalie vote garni manchay haru chie kasta chan😂😂,0,2026-05-25T15:56:35Z
@DDahal-i1j7j,हो यो हर्कवाद नि हराउछ छिटै  बिचमा हल्ला मात्रै गरेको हो।,0,2026-05-25T15:55:43Z
@MagalKunwar,यस्कि मा चोदाउने बलत्कार बाट पैदा भएको राडिको बान हर्के डुम सँसद बाट निलम्बन गर्नु पर्छ,0,2026-05-25T15:53:49Z
@UD2375,Gajedi ko paarako birodh gareko harka sangpang le a murkha haru,0,2026-05-25T15:46:45Z
@SushilaKunwar-j3k,yo muji anpad 😂 harkey,0,2026-05-25T15:40:49Z
@devendraprasadsah8,Q.R party ko kura na garda nai thik hun6...,0,2026-05-25T15:39:58Z
@ghangsingtamang,बाघ जहिलै बाघ नै हुन्छ बाघ को अगाडि स्याल मुला फ्याउ फ्याउ गरेर केहि फरक पर्दैन,0,2026-05-25T15:39:29Z
@tankasubedi1507,खाते हर्के,0,2026-05-25T15:37:05Z
@kcamir9559,Kp oli ko arko rup 🤣,0,2026-05-25T15:35:46Z
@Sushiandbeef,इर्श्या ले जलिराछ कुल्ली हर्के,0,2026-05-25T15:33:10Z
@asianmagar3622,हर्कबहादुर बाउलायो,0,2026-05-25T15:30:35Z
@kcamir9559,Pagal ho yo balen ko last rish garcha 🤣,0,2026-05-25T15:29:48Z
@sangmughising2017,म एउटा नेपाली नागरिक भएको कारण ले म सत्य को साथ दिन्छु गाली गर्ने जति गर्दै गर्नु जय हर्क साम्पाङ ज्यू जय माटो,0,2026-05-25T15:28:41Z
@NirmalGrg-d8d,Yo news Lai नमस्कार जय माटो,0,2026-05-25T15:27:29Z
@SubashPokhrel-b3g,Plaster Christian paster harkasampang murdabaad,0,2026-05-25T15:27:06Z
@rameshbk623,Janatale karbahi garnu parxa ab harka lai,0,2026-05-25T15:20:00Z
@bindashamrit4536,निलम्बन पर्छ अब यस्तै यस्तै चटक देखाई रह्यो भने हर्कले😮😮😮,6,2026-05-25T15:19:29Z
@bikramrajbishwakarma8296,Harke ko yo para le turkung hunxa,0,2026-05-25T15:18:38Z
@LakpaTamang-c1h,Ju bodimani thiya u pm xan jasko bodhi xain I paxadi xan te ho harke,0,2026-05-25T15:14:27Z
@sitagurung,Yo harkalai jela halnu ho,0,2026-05-25T15:06:04Z
@nOoB_leSs-inG...,If u work under thagdar then what u expect from it...bikas? no cause...I remember that thagdar head so no bikas...😅 Thagdar take over all facilities...,0,2026-05-25T15:05:15Z
@NewVersion-y6h,Ho purano neta hru le desh sakeko ho aile ko harka sampang  arrajak dherai dekhinxaw one and only light  in dark vneko balen shah ho but usle gareko parliament rejection sahakari pidit loi country ko source Dekhi dine money jasto case hru thik hoina,0,2026-05-25T15:04:32Z
@samirbaral6587,Harke haldar,0,2026-05-25T14:59:28Z
@nOoB_leSs-inG...,Susasan Haina thagdar ra Dalal harU ko sasan...,0,2026-05-25T14:58:29Z
@rajeshkhadka3634,Harke muji kp oli ko gu khane khate ho,0,2026-05-25T14:51:37Z
@mountainfitnesbdp,हर्क लाई निलम्बन गरेर देखाउ अनि तिमी हरु को उल्टो गिन्ती शुरु हुन्छ।,0,2026-05-25T14:50:46Z
@RekBdr1989,"Yo harke chaak farkey, QR wala lai yeti ramro party vako vaa kina 3 seat matra jiteko hola. Lamo ko shramdaan guithey",0,2026-05-25T14:50:26Z
@bhartiKhatri4166,Hark prime minister banna n payer tadpiraxa bichara😂😂,0,2026-05-25T14:35:59Z
@roshan.dahall,boula ho tyo manxe.,0,2026-05-25T14:35:28Z
@sujonmanandhar9654,कुलाँगार काम गरेपछि लुसिफरलाई पाता कसेको हो,0,2026-05-25T14:35:27Z
@SDPElectricPlumber,घण्टे छापहरू काम छैन,0,2026-05-25T14:33:47Z
@SDPElectricPlumber,छैन हो साथीहरु,0,2026-05-25T14:31:03Z
@JangaTamang-c6w,हर्केको जातिया बाद्ले कामगरेन जसतो लाग्छ ।,0,2026-05-25T14:29:20Z
@nirajshrestha2282,"Harka ra balen mayor
Chunab chinha lauro
Kaam garne para aafnai
Sabai nepali ko aankhama balen ra harka
Tara,.....,......
Balen pm harka tempo seat Wala sansad
Ego ho pasa ego
Jealousy",0,2026-05-25T14:16:08Z
@lahptisherpa1321,प्रधानमन्त्री ले सदनमा उपस्तिथि नहुनुको कारण के होला सदनमा उपस्तिथिनै नहुने भए प्रधानमन्त्री पद किन चाहियो प्रत्यक्ष रास्ट्रपति लागू भएकै होत,0,2026-05-25T14:12:28Z
@LaxmiChaulagain-d4t,Pani bars bar hoina Kam ko birod ho,0,2026-05-25T14:08:44Z
@दिवाकरबिश्वकर्मा,एक हनोहार पत्रकार,0,2026-05-25T14:03:00Z
@sarojlama6427,Jaba pach shite fhaure shyal kina bhoke ko,0,2026-05-25T13:55:48Z
@sarojlama6427,Harke ko sansat ma kam xaina,0,2026-05-25T13:54:33Z
@narendra12-majhi,जय घण्टी 🔔,0,2026-05-25T13:49:37Z
@GodBless0007,"हर्के , यो टोल समिति को meeting होइन है , कसैले सम्झाई दिनु होला ..  राजिनामा दे रे ?? WTF",0,2026-05-25T13:45:58Z
@GurkhasWarrior-e4w,Muji jhole nai patrukar,0,2026-05-25T13:38:58Z
@deep98980,headline halda ni suhaune gari halnu hola🙏,0,2026-05-25T13:35:01Z
@deep98980,k ho harke bad vaneko??????????????????,0,2026-05-25T13:34:02Z
@sumanpaudel-u5y,यो हर्केले चुनाव जितेको मुख्य कारण भनेको यसको ठाउको नक्सलबादी सोचाइ भएको बहुसंख्यक जाति धेरै भएको हुनाले हो नत्र यो साम्सद बन्ने लाइक को मान्छे नै होइन यसले अरु कुनै क्षेत्रबाट जित्दैन यस्तो पागल लाई कसले भोट हाल्छ ।,0,2026-05-25T13:32:04Z
@dps8021,"Harka sampanglai sabaile chinnu jaruri,",0,2026-05-25T13:30:25Z
@rambahadurbk7257,"हर्कवाद हात्तीको पाद, आयो पाद गयो पाद, पाद को के बात😂😂😂वकबासबाद हर्कबाद",2,2026-05-25T13:28:35Z
@KhagendraSangroula-o9s,यसल।इ निलमबन गरु,0,2026-05-25T13:27:20Z
@Shyamukshetri-ib5em,😅Chuxa manxe harulai padko pir sadhai?aakhir ma desh ra janatako chinta kasailai xaina Kina?sahi galat xuttaune dimag xaina ki kya hora?,0,2026-05-25T13:25:18Z
@arjunrizal9710,3 seate guithe lai kna highlight?,0,2026-05-25T13:16:39Z
@lawatitv672,❤❤❤ i love harka sangpang,0,2026-05-25T13:08:10Z
@DipakBahadur-tz7ev,हर्कबहादुरलाई प्रधान मन्त्री चाहिएको हाेला,0,2026-05-25T13:04:35Z
@dilbahadursunar17,हर्के बौला यो बाँदर न आफ्नो घर बनाउँछ न अर्कालाई घर अर्काको बिगार्छ।,0,2026-05-25T12:55:01Z
@rocktheworld3465,Yo media pani rsp ko ho tw k thulo vo aru ati vanna,0,2026-05-25T12:45:20Z
@sandiprai9964,Jholebadh van patrukaar! Patrukaar nispakcha hunaparne Tara ta patrukaar kasko patti sabai charlanga dekhincha,1,2026-05-25T12:44:28Z
@yubrajpandey3948,बच्चा जस्तो हर्केको आफ्नै हर्कतले आफैलाई सक्दै छ!!,0,2026-05-25T12:41:16Z
@brickrai3127,😂😂😂😂😂😂 15 ko 2 namaanney ko ho rah? Harka pratipakhya ko neta usko kaam sarkaar lai sahee baato maa dohoraauney ho ni 😂😂😂😂 pad maa basna sajilo cha?,0,2026-05-25T12:39:23Z
@TaKToKJ,Harka Sampang is right there ❤,0,2026-05-25T12:27:35Z
@sukhzen4285,Ooo! Harka sampang ko re video dekhayara paisa Kathe pawxa?,0,2026-05-25T12:22:53Z
@astrophiletrades,Pagal bhegute mug,0,2026-05-25T12:21:42Z
@NikeshChhetri-p6s9g,Yesko kin video banauxan k yo…mu..g ko,0,2026-05-25T12:20:41Z
@PrakashBrnwal,Harka ko sansad ko pad nai kharej garnus savamukh mahoday,1,2026-05-25T12:16:17Z
@lilasubedi7366,Herata pagal bhukeko,0,2026-05-25T12:16:00Z
@lilasubedi7366,Tamaasha matra garchhan yo harke  😡😡😡😡,0,2026-05-25T12:14:33Z
@jayathapa679,❤❤❤ harke ko patan nischit chha,0,2026-05-25T12:12:50Z
@sharmakishorsharma7186,3 सिटे QR मुला।।technology ले के के बनाई सक्य यो भन्य रिन लाग्छ भनेर ढुङ्गा कुट्नि अरे।,0,2026-05-25T12:11:21Z
@BasantiSalaka588,yo harke pagal le chunab aginai yesto behora dekhako ho yesta pagal KO samsadh banne like ko manxe haina testalai vote dine haruni pagal nai ho,0,2026-05-25T12:07:45Z
@BasantiSalaka588,pagal harke,0,2026-05-25T12:05:21Z
@SatakshiKarn,राम्रो गरे। ❤हर्क,0,2026-05-25T12:02:49Z
@PurnabahadurRanabhat,हर्क सरलाई रेस्टिकेट गर्न मिल्दैन? यस्तै भैराख्यो भने देश कसरी बन्छ त???,1,2026-05-25T12:02:37Z
@bhimlama6920,दिमागै नहुने मान्छेलाई भोट दिएर जिताएर बेकार,0,2026-05-25T11:54:05Z
@eeeeeee6153,यस्तालाई  कसले  नेता मान्छ र  ।,0,2026-05-25T11:39:08Z
@padamyamphu5729,Harka for law and order,0,2026-05-25T11:38:47Z
@padamyamphu5729,Harka in law and order,0,2026-05-25T11:37:56Z
@DEEKENLIMBU,हर्केको गार्ड जलेकोहो सङ्गैको साथि प्रधानमन्त्री भएर😡,0,2026-05-25T11:37:11Z
@somraj7012,हर्केलाइ केपिकोजासुसि,0,2026-05-25T11:13:25Z
@dharmaacharya9481,Das misses hospital lanu,0,2026-05-25T11:10:35Z
@jagangurung8901,"सांसद भवन मा समय अति महत्वपुर्ण हुन्छ,
हर्क राई ले यसरी सांसद भवन मा कसै लाई ब्यक्तिगत रिसिवी राखी यसरी बिरोध गर्नु गलत हो, हर्क राई लाऊ कारवाही हुनुपर्छ",0,2026-05-25T11:09:48Z
@BinodRinhong,Herdai jam satya k ho samaya aayepaxi thaa hunx,0,2026-05-25T11:07:45Z
@asimsikari5948,Yesto unpopular sansad kasto lai jitayera pathako sansad bhawan ko virus,0,2026-05-25T11:02:12Z
@AngchhojeSherpa,होइन यस्तो मान्छेको कुरा पत्ताउने को राम्रो कुरामा सपोर्ट दिन्छ भने हामी पनि तयार छौं तर तर विरोध मात्रै गरेर फाइदा छैन। ३ करोड जनताले म्यान्डेट दिएको चाहिँ के यसकै लागि दिएको😥,0,2026-05-25T11:01:57Z
@justforknow5815,News ho ki bhram😂😂😂😂,0,2026-05-25T11:00:17Z
@Robertkeerati,जे कुराको डर थियो अबो तेइ हुनुलागिरहेको छ लातो का भुत बातो से नहिमान्ता 😅😅😅।।। अति गर्नु अतिचार नगर्नु ।।।यो ३ सिटे लाई  निलम्बन गरेको राम्रो हुन्छ ।। जो कोहि आफन्त देश बिकास बिरोधि भएमा सुरुमै कारबाहि गरेको राम्रो।।प्ल्ज ।।।।जय बालेन सरकार ।।,1,2026-05-25T10:56:45Z
@santoshraisantoshrai8099,Naya kepi oli naya sarkar cheese🔔💀,0,2026-05-25T10:56:22Z
@Karnali_Hub,"जनताले परिवर्तन खोजेका थिए,तर फेरि उही शक्ति,उही संरक्षण र उही राजनीतिक खेल देख्न बाध्य भए।

“वाचा थियो ठग समात्ने, अहिले अवस्था ठग जोगाउनेजस्तो देखिँदैछ। समयले सबै हिसाब माग्नेछ।”

जब न्यायालय, राजनीति र शक्ति एउटै प्रश्नमा घेरिन्छन्, तब जनताको विश्वास सबैभन्दा बढी घाइते हुन्छ।",0,2026-05-25T10:56:01Z
@nakul_124,Harka lie herda haso lagna thalyo,0,2026-05-25T10:48:52Z
@taranathsiwakoti3217,"बल्ल हर्केले भाँडभैलाे गर्न काम पायाे । साबुन, बेसार र खानेपानीकाे हिसाब कहिले देखाउने ? कि पच भयाे ? गफ मात्रै ठुला गर्ने । जनताले तिम्राे मुल्याङ्कन गरिरहेका छन् ।",1,2026-05-25T10:48:04Z
@harishah6042,एउटा संसदले सरकारका प्रधानमन्त्रीलाई संसद प्रती जवाफदेहि बनाउन खोज्नु कुन परिभाषाले हर्कवाद भो ट्यापेको दलाल ?,0,2026-05-25T10:43:55Z
@MinaBhattarai-b5z,हर्केकाे एक मात्र उधेस्य बालेन सरकार ढाल्ने अाफु मन्त्री बन्ने 3 सिट भए पनि याे कति अराजक रघमण्ड हाे जातियर द्वन्द गराउन पुरानो पाटि र इसाई सङै मिलेकाे छ अझै यस्तो हर्केकाे अराजक राेकिदैन भने माटे सबैको पद निलम्बन गर्नुपर्छ सभामुखले,0,2026-05-25T10:37:19Z
@ranilshrestha4321,हर्क आफ्नै घर फर्क। नगर धेरै वाइहात तर्क।,0,2026-05-25T10:36:55Z
@simonmen2378,"Ek no Gamandi,Arishe,hepaha ani  jatibad 😡",0,2026-05-25T10:27:58Z
