author,text,likes,published_at
@bisnubhatta5499,माम्पाका लाई  देखेरनी के गर्नुर कहिलेइ म बाट पनि गल्ती भयोकी भन्नी त कहिलेइ छैन ! मादर  को काल पनि काहा गर्यो खै कुनि !,0,2026-02-28T10:39:50Z
@milandhungana733,कठै ! प्र म लाई केही थाहा हुन्न । विचरा बा १००% निर्दोष हुन्  ।,0,2026-02-28T10:15:58Z
@RajuBelbase-u5z,yokukur ho😂😂😂😂,0,2026-02-28T00:11:10Z
@baburamdhakal1593,ha ha yes Lai kina intarviu ma bola ko ? hawadari gaf garna,0,2026-02-27T22:25:05Z
@PremLuma-u8w,Kp ba le Samajik sanjal Banda nagareko vaye kunai kisimka aandolan hune thiyena samajik sanjal Banda gareko ta  kp balenai honita. Jantako samajik sanjal k karanle Banda gariyo ta?,1,2026-02-27T13:45:29Z
@nirmalgurung6105,खै.....खै.......!!!!!,0,2026-02-27T01:10:54Z
@nirmalachhetri1185,अहिलेसम्मको नालायक प्रधानमन्त्री के पि ओलि सबैभन्दा झुठो बोल्ने यो हत्यारा हो यसैले गर्दा निर्दोष बच्चाहरुको हत्या गर्यो भ्रष्टचारको नाइकेले गिनिज बुकमा नाम लेखाउने भयो बतासे हत्यारा पापी,0,2026-02-26T17:04:52Z
@nirmagar6211,chutiya bakbas ajhai gardaixa,0,2026-02-26T15:32:18Z
@Only_Greenscreen44,"P,. M. ले दोष नलिन  प्रहरी ले जिम्मा नलिने, कस्तो प. M. प्रहरी  , प्रशासन देश चलाउने युवा लाई गोली मारी कुर्सी मिले बचयने, /?सप्तरी को मलेठ मा घटाएको घटना मा ७/८ जाना लाई मारेर के बोलेको   भन त? ७/८ वॉ ता कुहि एको आप झर्दै मा केही हुदैन/",0,2026-02-26T09:33:43Z
@lokpun3101,Viswamaa jhut bolne ek maatra PM oli,0,2026-02-26T02:20:34Z
@sujanthapa1047,हतेरा  माईती घर  मन्डलामा   पुगने बितिकै  गाेली चलायर  मारिश 😮 अझै  कुरा चपायर  गरछश  तेरा मुखमा गुजाने,0,2026-02-25T20:38:25Z
@DhansinghRegmi-p1t,सत्ता मा आफू केपी शर्मा ओली र अतिक्रमण अरू लाई कारण के त?,0,2026-02-25T18:25:35Z
@Manbadhau,के पी बा  मुर्दा बाद,0,2026-02-25T17:33:08Z
@Manbadhau,झुट कुरा नगर्नु,0,2026-02-25T17:30:52Z
@Manbadhau,गल्ती सौकर गर्नु राम्रो,0,2026-02-25T17:29:01Z
@SailaLama-p7e,Yesta gkhnelai k sodhirako yo gkhnejatko kumaiho,0,2026-02-25T17:04:39Z
@DhirajOli-n4n,Sala kp kukur chor,0,2026-02-25T14:43:14Z
@PremMagar-m2w,यो त ओलि को पत्रकार हो बाहिरकार गरौ सबैले,0,2026-02-25T12:45:36Z
@ArjunKarki-e6s4e,Yasto  bolxa k janta lay patyauxan,0,2026-02-25T09:02:14Z
@ShyamNapit-v2r,पत्रकारजी कति पेेसा पायो,0,2026-02-25T05:37:46Z
@rajeswarmahato5404,एउटा पनी कृरा साचो बोलदैईनं योकुकूर,0,2026-02-24T16:42:38Z
@rambahadurgurung8125,भशटचारि वलिजेमारा,0,2026-02-24T15:50:37Z
@baburambaburam3738,पुर्व पि एम ले सहित भन्नुभएकोछ फेरी योपोष्ट गर्ने जनावरले    केभन्न खोजेको?,0,2026-02-24T15:49:39Z
